'EPIC 201111557.01', 'EPIC 201111557', 1.0, 0.0, 'Transit', 2018.0, 'K2', 'Published Candidate', 2.30183, 0.06706000000000001, 0.0775, 1.12, 0.0999, 12.0, 0.037756125, 'Mass', 78.0, 1054.0, 4616.52,  0.0, 'K3', 0.762602, 0.73, -0.03, '[M/H]', 4.53679, 183.8462454,  -6.2683289, 97.1795, 11.727, 9.22, 11.3995, 'CANDIDATE',
       1.4686559961814944, 16.438356164383563
